asesor_codigo,numero,cliente_razon_social,trabajo,cantidad,COTIZACION::total,fecha_ingreso,fecha_entrega,linea_negocio,estado_orden,factura_cantidad_nuevo,factura_subtotal_nuevo
CTAG,24264,CHAIDE Y CHAIDE S.A,REIMPRESION COD.512 ETIQUETA CHN LATEX,1000,1499.995638,19/02/2026 0:00,23/02/2026 0:00,EMPAQUE,DESPACHOS - POR ENTREGAR,200,300
MC,24265,MIRIAN SUSANA CARRERA,REIMPRESIÓN GUÍA DE USUARIO ALARMA,2400,684,20/02/2026 0:00,25/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,2400,684
BV,24266,RIJABAL S.A.,LIBRO CONTABILIDAD 1,1000,2699.997,20/02/2026 0:00,26/02/2026 0:00,EDITORIAL,FACTURADO,1000,2699.997
BV,24267,RIJABAL S.A.,LIBRO CONTABILIDAD 2,1000,2670.004,20/02/2026 0:00,26/02/2026 0:00,EDITORIAL,FACTURADO,1000,2670.004
BV,24268,RIJABAL S.A.,LIBRO CONTABILIDAD 3,1000,3220,20/02/2026 0:00,26/02/2026 0:00,EDITORIAL,FACTURADO,1000,3220
BV,24269,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,TARJETAS TRASCIENDE CASA DEL SUIZO 2026,45,20.578455,23/02/2026 0:00,24/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,45,20.578455
CTAG,24270,TELEVISION Y VENTAS TELEVENT SA,reimpresión DIPTICO INSTRUCTIVO BAJE DE PESO,10000,295,24/02/2026 0:00,02/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,10000,295
CTAG,24271,MANOSALVAS MARTINEZ JANETH,tríptico IT AHORA EDICIÓN 116-117,850,450.415,24/02/2026 0:00,23/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,850,450.415
CTAG,24272,ALISERVIS S.A.,REIMPRESION VOLANTES PROMO MARZO 2026 $10.49 PIZZA FAMILIA 1 INGREDIENTE - 5 MOTIVOS,513675,5393.5875,24/02/2026 0:00,02/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,513675,5393.5875
BV,24273,RIJABAL S.A.,LIBRO FISICA 2,1400,4270,24/02/2026 0:00,27/02/2026 0:00,EDITORIAL,FACTURADO,1400,4270
ASS,24274,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,"CERTIFICADOS A4	",3,7.501284,26/02/2026 0:00,26/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,3,7.501284
ASS,24275,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,"CERTIFICADOS 50x30	",3,16.496844,26/02/2026 0:00,26/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,3,16.496844
BV,24276,RIJABAL S.A.,DIARIOS ESCOLARES ,3000,4800.003,26/02/2026 0:00,27/02/2026 0:00,EDITORIAL,FACTURADO,3000,4800.003
ASS,24277,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,CARTILLAS,300,1064.9964,26/02/2026 0:00,06/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,300,1064.9964
ASS,24278,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,MAPA,300,239.9964,26/02/2026 0:00,06/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,300,239.9964
ASS,24279,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,sticker holograficos,300,389.9985,26/02/2026 0:00,06/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,300,389.9985
MC,24280,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO OVERCOME YOUR ENGLISH - INITIAL 4 YEARS,2000,4520.002,27/02/2026 0:00,05/03/2026 0:00,PUBLICOMERCIAL,FACTURADO,2000,4520.002
MC,24487,TRAMA DISENO,CUADERNO CONSTRUCTIVA,300,1991.3223,05/05/2026 0:00,11/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,300,1991.3223
ASS,24488,AGLOMERADOS COTOPAXI S.A,flyer y adhesivos para tablilla,1525,699.9994,05/05/2026 0:00,11/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,1525,699.9994
CTAG,24489,MANOSALVAS MARTINEZ JANETH,REVISTA 12 pg,850,594.99745,05/05/2026 0:00,11/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,850,594.99745
ASS,24490,HECTOR ESTALIN ARTIEDA TAIPE,LIBRO ECA PIKASO 9,3000,4800,06/05/2026 0:00,09/05/2026 0:00,EDITORIAL,FACTURADO,3000,4800
ASS,24492,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,PORTA TARJETAS,10,30.00343,06/05/2026 0:00,06/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,10,30.00343
ASS,24493,HECTOR ESTALIN ARTIEDA TAIPE,LIBRO ECA PIKASO 8,3000,4800,06/05/2026 0:00,09/05/2026 0:00,EDITORIAL,FACTURADO,3000,4800
ASS,24494,HECTOR ESTALIN ARTIEDA TAIPE,LIBRO ECA PIKASO 1 bgu,3000,5100,06/05/2026 0:00,09/05/2026 0:00,EDITORIAL,FACTURADO,3000,5100
CTAG,24495,ASOCIACION DE CUENTAS EN PARTICIPACION NEWPATHLAB,TARJETAS DE PRESENTACIÓN,500,238.0015,07/05/2026 0:00,08/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,500,238.0015
ASS,24496,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 1,600,1410,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1410
ASS,24497,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 2,600,1470,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1470
ASS,24498,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 3,600,1350,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1350
ASS,24499,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 4,600,1230,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1230
ASS,24500,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 5,600,1350,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1350
ASS,24501,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 6,600,1350,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1350
ASS,24502,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 7,600,1350,07/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,600,1350
ASS,24503,OTECEL S.A.,BANDEROLAS TUENTI,5000,2609.999235,07/05/2026 0:00,14/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,5000,2610
ASS,24504,OTECEL S.A.,CENEFA TUENTI,2000,1313.997726,07/05/2026 0:00,14/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,2000,1314
CTAG,24505,FUNDACION ORGANIZACION DE DESARROLLO Y COOPERACION EDUCATIVA ODEC,LIBROS EDUCATIVOS TRIPTICOS,40000,1200,08/05/2026 0:00,13/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,40000,1200
BV,24506,UMCO S.A.,REIMPRSIÓN SEPARADOR papel earth 27x27,50000,1050,11/05/2026 0:00,18/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,50000,1050
BV,24507,UMCO S.A.,REIMPRSIÓN SEPARADOR 64x45,7000,613.9,11/05/2026 0:00,18/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,7000,613.9
BV,24508,OMNILIFE DEL ECUADOR S.A.,TRÍPTICO OMNILIFE,1000,315.001,11/05/2026 0:00,13/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,1000,315.001
MC,24509,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 2 EGB,2000,3300,11/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,2000,3300
MC,24510,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO INGLES OVERCOME YOUR ENGLISH 1,2000,3042.998,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3042.998
MC,24511,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 2,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24512,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 3,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24513,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 4,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24514,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 5,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24515,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 6,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24516,TIPAN UMATAMBO SEGUNDO MARCO,LIBROS INGLES OVERCOME YOUR ENGLISH 7,2000,3400,12/05/2026 0:00,20/05/2026 0:00,EDITORIAL,FACTURADO,2000,3400
MC,24517,TIPAN UMATAMBO SEGUNDO MARCO,CUADERNOS DE APOYO MINI MAR Y SOL,2000,5760.000531,12/05/2026 0:00,22/05/2026 0:00,EDITORIAL,DESPACHOS - POR ENTREGAR,2000,5760
BV,24518,LANSEY S.A.,LIBRETAS MASGLOW GRAPADA,1000,749.10561,12/05/2026 0:00,15/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,1000,670.002
BV,24519,OMNILIFE DEL ECUADOR S.A.,FLYER BIENVENIDA EOS,10000,370,12/05/2026 0:00,14/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,10000,370
ASS,24521,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TARJETAS DE SEGUIMIENTO,10000,400,13/05/2026 0:00,18/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,10000,400
MC,24522,YUNNY RIVERA CUSME,"LIBRO ETICA, LEGISTACION I CIUDADANIA DIGITAL",1500,2940,13/05/2026 0:00,21/05/2026 0:00,EDITORIAL,FACTURADO,1500,2940
CTAG,24523,ASOCIACION DE CUENTAS EN PARTICIPACION NEWPATHLAB,CARPETA,500,475.997,15/05/2026 0:00,21/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,500,475.997
CTAG,24524,ASOCIACION DE CUENTAS EN PARTICIPACION NEWPATHLAB,SOBRES A4,500,340.997,15/05/2026 0:00,21/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,500,340.997
CTAG,24525,DIDACTICA-EDITORIAL S.A.S.,"LIBROS EDUCACIÓN RELIGIOSA ESCOLAR 3 AÑOS INICIAL
",15,284.99673,15/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,15,284.99673
CTAG,24526,DIDACTICA-EDITORIAL S.A.S.,"LIBROS EDUCACIÓN RELIGIOSA ESCOLAR 4 AÑOS INICIAL
",25,475.002325,15/05/2026 0:00,18/05/2026 0:00,EDITORIAL,FACTURADO,25,475.002325
ASS,24527,HECTOR ESTALIN ARTIEDA TAIPE,LIBRO ECA PIKASO 10,3000,4799.997,15/05/2026 0:00,19/05/2026 0:00,EDITORIAL,FACTURADO,3000,4799.997
BV,24528,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,SEÑALÉTICA BODEGA,1,315.006651,15/05/2026 0:00,18/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,,
MC,24529,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 7 EGB,2000,3300,18/05/2026 0:00,21/05/2026 0:00,EDITORIAL,FACTURADO,2000,3300
MC,24531,RECREAR REDIEDITORES CIA. LTDA.,LIBROS INGLES DISCOVER 2,2000,2999.999875,19/05/2026 0:00,27/05/2026 0:00,EDITORIAL,DESPACHOS - ENTREGA TOTAL,2000,2999.996
MC,24532,RECREAR REDIEDITORES CIA. LTDA.,LIBROS INGLES DISCOVER 3,2000,3299.99556,19/05/2026 0:00,27/05/2026 0:00,EDITORIAL,DESPACHOS - ENTREGA TOTAL,2000,3300
MC,24533,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 3 EGB,2000,3300,19/05/2026 0:00,,EDITORIAL,FACTURADO,2000,3300
MC,24534,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 5 EGB,2000,3300,19/05/2026 0:00,,EDITORIAL,FACTURADO,2000,3300
ASS,24535,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,LIBRETIN,300,675.0006,19/05/2026 0:00,26/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,300,675.0006
BV,24536,LANSEY S.A.,CERTIFICADOS 3 MODELOS 300 de cada uno,900,314.9973,20/05/2026 0:00,20/05/2026 0:00,PUBLICOMERCIAL,FACTURADO,900,314.9973
CTAG,24537,DIDACTICA-EDITORIAL S.A.S.,REIMPRESIÓN IMAGINA Y APRENDE 4 AÑOS INICIAL,3000,15899.99566,20/05/2026 0:00,28/05/2026 0:00,EDITORIAL,ENCOLADO,3000,15900
BV,24538,HOLGUINCORP S.A.S,REIMPRESION LIBRO HISTORIA 2DO BGU,700,2449.996326,20/05/2026 0:00,03/06/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
BV,24539,HOLGUINCORP S.A.S,REIMPRESIÓN LIBRO LENGUA Y LITERATURA 4TO EGB,700,2904.995319,20/05/2026 0:00,,EDITORIAL,DESPACHOS - ENTREGA TOTAL,700,2904.9951
BV,24540,HOLGUINCORP S.A.S,REIMPRESION LIBRO LENGUA Y LITERATURA 5TO EGB,700,3359.995142,20/05/2026 0:00,,EDITORIAL,DESPACHOS - ENTREGA TOTAL,700,3359.9951
BV,24541,HOLGUINCORP S.A.S,REIMPRESION LIBRO LENGUA Y LITERATURA 10MO EGB,700,3570.002066,20/05/2026 0:00,,EDITORIAL,DESPACHOS - ENTREGA TOTAL,700,3570.0021
BV,24542,HOLGUINCORP S.A.S,REIMPRESION LIBRO LENGUA Y LITERATURA 1RO BGU,700,3534.996576,20/05/2026 0:00,,EDITORIAL,PRENSAS - OFFSET,,
BV,24543,LANSEY S.A.,AYUDA VENTAS ECUAQUÍMICA,150,122.9971346,21/05/2026 0:00,22/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,150,122.99715
CTAG,24544,F.V. - AREA ANDINA S.A.,ROMPETRÁFICO FV - 2 motivos,4000,1160.003157,21/05/2026 0:00,04/06/2026 0:00,PUBLICOMERCIAL,TRABAJOS A TERCEROS,,
MC,24545,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO “I KNOW 1 BGU”,1000,2000.000371,22/05/2026 0:00,01/06/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,,
MC,24546,TIPAN UMATAMBO SEGUNDO MARCO,reimpresión aventuritas y letritas 2 CUADERNO DE TRABAJO,1000,2450.004913,22/05/2026 0:00,04/06/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24547,YUNNY RIVERA CUSME,REIMPRESION LIBROS I KNOW 10,1000,2000.00066,26/05/2026 0:00,02/06/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,,
MC,24548,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO CORAZÓN DE TIZA 2 PLUS,1000,1849.996229,26/05/2026 0:00,04/06/2026 0:00,EDITORIAL,PLEGADO,,
MC,24549,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO CORAZÓN DE TIZA 4 PLUS,1000,1849.996229,26/05/2026 0:00,04/06/2026 0:00,EDITORIAL,PLEGADO,,
MC,24550,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO CORAZÓN DE TIZA 5 PLUS,1000,1849.996229,26/05/2026 0:00,04/06/2026 0:00,EDITORIAL,PLEGADO,,
MC,24551,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO CORAZÓN DE TIZA 8 PLUS,1000,1849.996229,26/05/2026 0:00,04/06/2026 0:00,EDITORIAL,PRENSAS - OFFSET,,
MC,24552,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO CORAZÓN DE TIZA 9 PLUS,1000,1849.996229,26/05/2026 0:00,04/06/2026 0:00,EDITORIAL,PRENSAS - OFFSET,,
CTAG,24553,CHAIDE Y CHAIDE S.A,REIMPRESION COD.1203 ETIQUETA CHN BORN ANTIACAROS,1000,658.3023691,26/05/2026 0:00,28/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,200,131.66
CTAG,24554,NITERRA DO BRASIL LTDA,DIPLOMAS,2000,600.0005053,26/05/2026 0:00,,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,2000,600
ASS,24555,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,POSTALES A5 - 5 motivos,2500,599.9995091,26/05/2026 0:00,29/05/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,2500,600
CTAG,24556,ALISERVIS S.A.,REIMPRESION VOLANTES PROMO JUNIO 2026 $10.49 PIZZA FAMILIA 1 INGREDIENTE - 5 MOTIVOS,476750,5005.877648,28/05/2026 0:00,02/06/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,476750,5005.875
MC,24557,YUNNY RIVERA CUSME,REIMPRESION LIBROS I KNOW 8,1500,2483.99998,28/05/2026 0:00,03/06/2026 0:00,PUBLICOMERCIAL,ENCOLADO,,
